"","VILLCODE","COUNTYNAME","TOWNNAME","VILLNAME","VILLENG","COUNTYID","COUNTYCODE","TOWNID","TOWNCODE","NOTE","fullname","area","field_1","imageName","lat","lng","dataTime","remark","上傳者","標註者","createdAt","updatedAt","候選人姓名.不想寫請填NA.","大選區","政黨","子選區","候選人類別.同框選小的.","多看板中的哪一個","看板類別","思源地圖類別","思源地圖名稱","是否有政黨標誌","主標語","位置描述資訊","看板費用類別","geometry"
"1322","10018010051","新竹市","東區","錦華里","Jinhua Vil.","O","10018","O01","10018010",NA,"新竹市東區錦華里",125766.797393633,"124","6315e10e10be15758ac8d1fe",24.8137333333333,120.974258333333,"2022-09-05T09:37:00.000Z","NA","5e748a1d4894f400bb0cf7df","NA","2022-09-05T11:44:14.271Z","2022-09-05T11:44:14.271Z","鄭慶欽","新竹市","無黨","北區","縣市議員","不容易描述","固定式","NA","NA","否","欽力親為","NA","NA",c(120.974258333333, 24.8137333333333)
"1322.1","10018010051","新竹市","東區","錦華里","Jinhua Vil.","O","10018","O01","10018010",NA,"新竹市東區錦華里",125766.797393633,"125","6315e0af10be15808dc8d1fd",24.8137333333333,120.974258333333,"2022-09-05T09:37:00.000Z","NA","5e748a1d4894f400bb0cf7df","NA","2022-09-05T11:42:39.056Z","2022-09-05T11:42:39.056Z","李國璋","新竹市","民眾黨","東區","縣市議員","上","固定式","NA","NA","是","NA","NA","NA",c(120.974258333333, 24.8137333333333)
"1322.2","10018010051","新竹市","東區","錦華里","Jinhua Vil.","O","10018","O01","10018010",NA,"新竹市東區錦華里",125766.797393633,"126","6315e06f10be157c8ac8d1fc",24.8137333333333,120.974258333333,"2022-09-05T09:37:00.000Z","","5e748a1d4894f400bb0cf7df","NA","2022-09-05T11:41:35.585Z","2022-09-07T07:13:20.076Z","張文興","新竹市","國民黨","東區","縣市議員","下","固定式","NA","NA","否","興新竹","NA","NA",c(120.974258333333, 24.8137333333333)
"237","10018010018","新竹市","東區","文華里","Wenhua Vil.","O","10018","O01","10018010",NA,"新竹市東區文華里",277220.09946099,"127","6315e03510be15b9fac8d1fb",24.8142,120.974275,"2022-09-05T09:37:00.000Z","NA","5e748a1d4894f400bb0cf7df","NA","2022-09-05T11:40:37.281Z","2022-09-05T11:40:37.281Z","楊玲宜","新竹市","民進黨","北區","縣市議員","只有一個","固定式","NA","NA","是","超正派","NA","NA",c(120.974275, 24.8142)
"1322.3","10018010051","新竹市","東區","錦華里","Jinhua Vil.","O","10018","O01","10018010",NA,"新竹市東區錦華里",125766.797393633,"127","6315e03510be15b9fac8d1fb",24.8142,120.974275,"2022-09-05T09:37:00.000Z","NA","5e748a1d4894f400bb0cf7df","NA","2022-09-05T11:40:37.281Z","2022-09-05T11:40:37.281Z","楊玲宜","新竹市","民進黨","北區","縣市議員","只有一個","固定式","NA","NA","是","超正派","NA","NA",c(120.974275, 24.8142)
"237.1","10018010018","新竹市","東區","文華里","Wenhua Vil.","O","10018","O01","10018010",NA,"新竹市東區文華里",277220.09946099,"128","6315dffa10be1562fbc8d1fa",24.8142694444444,120.974066666667,"2022-09-05T09:36:00.000Z","","5e748a1d4894f400bb0cf7df","NA","2022-09-05T11:39:38.281Z","2022-09-07T07:25:57.817Z","沈慧虹","新竹市","民進黨","NA","縣市長","右","固定式","NA","NA","否","挺新竹","NA","NA",c(120.974066666667, 24.8142694444444)
"237.2","10018010018","新竹市","東區","文華里","Wenhua Vil.","O","10018","O01","10018010",NA,"新竹市東區文華里",277220.09946099,"129","6315dfb210be1554d9c8d1f9",24.8142694444444,120.974066666667,"2022-09-05T09:36:00.000Z","NA","5e748a1d4894f400bb0cf7df","NA","2022-09-05T11:38:26.675Z","2022-09-05T11:38:26.675Z","曾泰程 ","新竹市","無黨","北區","縣市議員","上","固定式","NA","NA","否","活力阿程 幸福啟程","NA","NA",c(120.974066666667, 24.8142694444444)
"237.3","10018010018","新竹市","東區","文華里","Wenhua Vil.","O","10018","O01","10018010",NA,"新竹市東區文華里",277220.09946099,"130","6315df5210be155fd9c8d1f8",24.8146027777778,120.973572222222,"2022-09-05T09:35:00.000Z","NA","5e748a1d4894f400bb0cf7df","NA","2022-09-05T11:36:50.633Z","2022-09-05T11:36:50.633Z","黃文政","新竹市","國民黨","東區","縣市議員","只有一個","固定式","NA","NA","否","好用的，政能量","NA","NA",c(120.973572222222, 24.8146027777778)
"237.4","10018010018","新竹市","東區","文華里","Wenhua Vil.","O","10018","O01","10018010",NA,"新竹市東區文華里",277220.09946099,"131","6315df1c10be1577a3c8d1f7",24.8142777777778,120.972519444444,"2022-09-05T09:35:00.000Z","NA","5e748a1d4894f400bb0cf7df","NA","2022-09-05T11:35:56.536Z","2022-09-05T11:35:56.536Z","曾資程 ","新竹市","民進黨","東區","縣市議員","右","固定式","NA","NA","是","肯拼 好逗陣","NA","NA",c(120.972519444444, 24.8142777777778)
"238","10018020017","新竹市","北區","光田里","Guangtian Vil.","O","10018","O02","10018020",NA,"新竹市北區光田里",130415.526193151,"132","6315dec810be151c36c8d1f6",24.8138166666667,120.967880555556,"2022-09-05T09:33:00.000Z","NA","5e748a1d4894f400bb0cf7df","NA","2022-09-05T11:34:32.325Z","2022-09-05T11:34:32.325Z","周莉柔","新竹市","無黨","北區","縣市議員","下","固定式","NA","NA","否","成為風 溫柔莉量","NA","NA",c(120.967880555556, 24.8138166666667)
"238.1","10018020017","新竹市","北區","光田里","Guangtian Vil.","O","10018","O02","10018020",NA,"新竹市北區光田里",130415.526193151,"133","6315de7210be15360bc8d1f5",24.8138166666667,120.967880555556,"2022-09-05T09:33:00.000Z","NA","5e748a1d4894f400bb0cf7df","NA","2022-09-05T11:33:06.503Z","2022-09-05T11:33:06.503Z","蔡文盛","新竹市","民眾黨","北區","縣市議員","上","固定式","NA","NA","是","旗開得盛 虹運到來","NA","NA",c(120.967880555556, 24.8138166666667)
"3764","10018020015","新竹市","北區","水田里","Shuitian Vil.","O","10018","O02","10018020",NA,"新竹市北區水田里",242795.715203875,"134","6315de0310be150859c8d1f4",24.8136666666667,120.967208333333,"2022-09-05T09:33:00.000Z","","5e748a1d4894f400bb0cf7df","NA","2022-09-05T11:31:15.370Z","2022-09-05T14:04:56.130Z","林彥甫","新竹市","時代力量","北區","縣市議員","不容易描述","固定式","NA","NA","是","行動有我 新竹向前","NA","NA",c(120.967208333333, 24.8136666666667)
"3764.1","10018020015","新竹市","北區","水田里","Shuitian Vil.","O","10018","O02","10018020",NA,"新竹市北區水田里",242795.715203875,"135","6315ddb510be1531dac8d1f3",24.8136666666667,120.967208333333,"2022-09-05T09:33:00.000Z","","5e748a1d4894f400bb0cf7df","NA","2022-09-05T11:29:57.124Z","2022-09-07T07:26:18.767Z","沈慧虹","新竹市","民進黨","NA","縣市長","右","固定式","NA","NA","是","溫暖堅定","NA","NA",c(120.967208333333, 24.8136666666667)
"238.2","10018020017","新竹市","北區","光田里","Guangtian Vil.","O","10018","O02","10018020",NA,"新竹市北區光田里",130415.526193151,"136","6315dd7110be15cf83c8d1f2",24.8139444444444,120.967347222222,"2022-09-05T09:29:00.000Z","NA","5e748a1d4894f400bb0cf7df","NA","2022-09-05T11:28:50.010Z","2022-09-05T11:28:50.010Z","黃美慧","新竹市","不知","北區","縣市議員","右","固定式","NA","NA","否","慧做事","NA","NA",c(120.967347222222, 24.8139444444444)
"3764.2","10018020015","新竹市","北區","水田里","Shuitian Vil.","O","10018","O02","10018020",NA,"新竹市北區水田里",242795.715203875,"136","6315dd7110be15cf83c8d1f2",24.8139444444444,120.967347222222,"2022-09-05T09:29:00.000Z","NA","5e748a1d4894f400bb0cf7df","NA","2022-09-05T11:28:50.010Z","2022-09-05T11:28:50.010Z","黃美慧","新竹市","不知","北區","縣市議員","右","固定式","NA","NA","否","慧做事","NA","NA",c(120.967347222222, 24.8139444444444)
"238.3","10018020017","新竹市","北區","光田里","Guangtian Vil.","O","10018","O02","10018020",NA,"新竹市北區光田里",130415.526193151,"137","6315dd0610be151079c8d1f1",24.8139444444444,120.967347222222,"2022-09-05T09:29:00.000Z","NA","5e748a1d4894f400bb0cf7df","NA","2022-09-05T11:27:02.155Z","2022-09-05T11:27:02.155Z","黃世禮","新竹市","無黨","北區","縣市議員","不容易描述","固定式","NA","NA","否","正向轉動新竹","NA","NA",c(120.967347222222, 24.8139444444444)
"3764.3","10018020015","新竹市","北區","水田里","Shuitian Vil.","O","10018","O02","10018020",NA,"新竹市北區水田里",242795.715203875,"137","6315dd0610be151079c8d1f1",24.8139444444444,120.967347222222,"2022-09-05T09:29:00.000Z","NA","5e748a1d4894f400bb0cf7df","NA","2022-09-05T11:27:02.155Z","2022-09-05T11:27:02.155Z","黃世禮","新竹市","無黨","北區","縣市議員","不容易描述","固定式","NA","NA","否","正向轉動新竹","NA","NA",c(120.967347222222, 24.8139444444444)
"238.4","10018020017","新竹市","北區","光田里","Guangtian Vil.","O","10018","O02","10018020",NA,"新竹市北區光田里",130415.526193151,"138","6315dc9610be158064c8d1f0",24.814475,120.966927777778,"2022-09-05T09:28:00.000Z","NA","5e748a1d4894f400bb0cf7df","NA","2022-09-05T11:25:10.072Z","2022-09-05T11:25:10.072Z","彭昆耀","新竹市","無黨","北區","縣市議員","右","固定式","NA","NA","否","與民同在","NA","NA",c(120.966927777778, 24.814475)
"238.5","10018020017","新竹市","北區","光田里","Guangtian Vil.","O","10018","O02","10018020",NA,"新竹市北區光田里",130415.526193151,"139","6315dc4310be157e32c8d1ef",24.814475,120.966927777778,"2022-09-05T09:28:00.000Z","","5e748a1d4894f400bb0cf7df","NA","2022-09-05T11:23:47.964Z","2022-09-07T07:26:38.544Z","沈慧虹","新竹市","民進黨","NA","縣市長","左","固定式","NA","NA","是","新竹光榮我帶頭","NA","NA",c(120.966927777778, 24.814475)
"252","10018020022","新竹市","北區","舊社里","Jiushe Vil.","O","10018","O02","10018020",NA,"新竹市北區舊社里",1467946.05215859,"142","6315db8810be15f618c8d1ec",24.8236888888889,120.978294444444,"2022-09-05T09:20:00.000Z","NA","5e748a1d4894f400bb0cf7df","NA","2022-09-05T11:20:40.863Z","2022-09-05T11:20:40.863Z","張珈源","新竹市","民進黨","東區","縣市議員","左","固定式","NA","NA","是","正直敢言","NA","NA",c(120.978294444444, 24.8236888888889)
"252.1","10018020022","新竹市","北區","舊社里","Jiushe Vil.","O","10018","O02","10018020",NA,"新竹市北區舊社里",1467946.05215859,"143","6315db1f10be15d918c8d1eb",24.8236888888889,120.978294444444,"2022-09-05T09:20:00.000Z","NA","5e748a1d4894f400bb0cf7df","NA","2022-09-05T11:18:55.435Z","2022-09-05T11:18:55.435Z","高虹安","新竹市","民眾黨","NA","縣市長","只有一個","固定式","NA","NA","是","早安新竹 新竹找安","NA","NA",c(120.978294444444, 24.8236888888889)
"254","10018010038","新竹市","東區","前溪里","Qianxi Vil.","O","10018","O01","10018010",NA,"新竹市東區前溪里",1802059.99666162,"144","6315dae910be156d5ec8d1ea",24.8228944444444,120.979636111111,"2022-09-05T09:19:00.000Z","NA","5e748a1d4894f400bb0cf7df","NA","2022-09-05T11:18:01.513Z","2022-09-05T11:18:01.513Z","林耕仁","新竹市","國民黨","NA","縣市長","右","固定式","NA","NA","否","大吉大利","","NA",c(120.979636111111, 24.8228944444444)
"254.1","10018010038","新竹市","東區","前溪里","Qianxi Vil.","O","10018","O01","10018010",NA,"新竹市東區前溪里",1802059.99666162,"145","6315da9310be1539bcc8d1e9",24.8218527777778,120.9805,"2022-09-05T09:17:00.000Z","NA","5e748a1d4894f400bb0cf7df","NA","2022-09-05T11:16:35.221Z","2022-09-05T11:16:35.221Z","林耕仁","新竹市","國民黨","NA","縣市長","只有一個","固定式","NA","NA","否","舒適減壓 永續新竹","NA","NA",c(120.9805, 24.8218527777778)
"254.2","10018010038","新竹市","東區","前溪里","Qianxi Vil.","O","10018","O01","10018010",NA,"新竹市東區前溪里",1802059.99666162,"146","6315da5a10be155b0ec8d1e8",24.8167611111111,120.984611111111,"2022-09-05T09:15:00.000Z","","5e748a1d4894f400bb0cf7df","NA","2022-09-05T11:15:38.896Z","2022-09-07T07:13:43.858Z","張文興","新竹市","國民黨","東區","縣市議員","只有一個","固定式","NA","NA","否","興新竹","NA","NA",c(120.984611111111, 24.8167611111111)
"3740","10018010041","新竹市","東區","埔頂里","Puding Vil.","O","10018","O01","10018010",NA,"新竹市東區埔頂里",1028322.28822692,"147","6315da2c10be15b358c8d1e7",24.7958972222222,121.013716666667,"2022-09-05T09:01:00.000Z","NA","5e748a1d4894f400bb0cf7df","NA","2022-09-05T11:14:52.148Z","2022-09-05T11:14:52.148Z","林耕仁","新竹市","國民黨","NA","縣市長","只有一個","固定式","NA","NA","是","CAN DO 精神","NA","NA",c(121.013716666667, 24.7958972222222)
"1385","10004020016","新竹縣","竹東鎮","頭重里","Touzhong Vil.","J","10004","J02","10004020",NA,"新竹縣竹東鎮頭重里",3191157.91349851,"148","6315d9f610be15bdc3c8d1e6",24.7820833333333,121.032294444444,"2022-09-05T08:51:00.000Z","NA","5e748a1d4894f400bb0cf7df","NA","2022-09-05T11:13:58.428Z","2022-09-05T11:13:58.428Z","鄭朝鐘","新竹縣","無黨","NA","縣市議員","只有一個","固定式","NA","NA","否","轉動竹東","NA","NA",c(121.032294444444, 24.7820833333333)
"1385.1","10004020016","新竹縣","竹東鎮","頭重里","Touzhong Vil.","J","10004","J02","10004020",NA,"新竹縣竹東鎮頭重里",3191157.91349851,"149","6315d98810be155007c8d1e5",24.7815666666667,121.030486111111,"2022-09-05T08:50:00.000Z","NA","5e748a1d4894f400bb0cf7df","NA","2022-09-05T11:12:08.301Z","2022-09-05T11:12:08.301Z","林昭錡","新竹縣","不知","竹東鎮","縣市議員","只有一個","固定式","NA","NA","NA","誠心 熱心 用心","NA","NA",c(121.030486111111, 24.7815666666667)
"1385.2","10004020016","新竹縣","竹東鎮","頭重里","Touzhong Vil.","J","10004","J02","10004020",NA,"新竹縣竹東鎮頭重里",3191157.91349851,"150","6315d91e10be15b228c8d1e4",24.7813666666667,121.029913888889,"2022-09-05T08:50:00.000Z","NA","5e748a1d4894f400bb0cf7df","NA","2022-09-05T11:10:22.965Z","2022-09-05T11:10:22.965Z","張順朋","新竹縣","國民黨","NA","其他（如鄉鎮市長、或村里長）","只有一個","固定式","NA","NA","是","在地順朋 守護竹東","NA","NA",c(121.029913888889, 24.7813666666667)
"1385.3","10004020016","新竹縣","竹東鎮","頭重里","Touzhong Vil.","J","10004","J02","10004020",NA,"新竹縣竹東鎮頭重里",3191157.91349851,"151","6315d8cb10be153b5ec8d1e3",24.7810388888889,121.029008333333,"2022-09-05T08:49:00.000Z","NA","5e748a1d4894f400bb0cf7df","NA","2022-09-05T11:08:59.831Z","2022-09-05T11:08:59.831Z","林朝政","新竹縣","無黨","竹東鎮","其他（如鄉鎮市長、或村里長）","只有一個","固定式","NA","NA","否","我用心 你放心","NA","NA",c(121.029008333333, 24.7810388888889)
"1385.4","10004020016","新竹縣","竹東鎮","頭重里","Touzhong Vil.","J","10004","J02","10004020",NA,"新竹縣竹東鎮頭重里",3191157.91349851,"152","6315d86410be15c9afc8d1e2",24.7805527777778,121.027711111111,"2022-09-05T08:49:00.000Z","NA","5e748a1d4894f400bb0cf7df","NA","2022-09-05T11:07:16.674Z","2022-09-05T11:07:16.674Z","楊昌德","新竹縣","無黨","竹東","縣市議員","只有一個","固定式","NA","NA","否","肯做事的人","NA","NA",c(121.027711111111, 24.7805527777778)
"5279","10018010047","新竹市","東區","科園里","Keyuan Vil.","O","10018","O01","10018010",NA,"新竹市東區科園里",4609062.01639123,"162","6315cd1310be152fc0c8d1d8",24.7855444444444,121.012077777778,"2022-09-05T08:34:00.000Z","NA","5e748a1d4894f400bb0cf7df","NA","2022-09-05T10:18:59.094Z","2022-09-05T10:18:59.094Z","黃文政","新竹市","國民黨","東區","縣市議員","只有一個","固定式","NA","NA","是","好用的 政是你要的","NA","NA",c(121.012077777778, 24.7855444444444)
"3742","10018010042","新竹市","東區","龍山里","Longshan Vil.","O","10018","O01","10018010",NA,"新竹市東區龍山里",556078.568419097,"163","6315ccd210be1565c5c8d1d7",24.786975,121.010222222222,"2022-09-05T08:32:00.000Z","","5e748a1d4894f400bb0cf7df","NA","2022-09-05T10:17:54.171Z","2022-09-07T07:14:43.450Z","張文興","新竹市","國民黨","東區","縣市議員","下","固定式","NA","NA","否","興新竹","NA","NA",c(121.010222222222, 24.786975)
"3742.1","10018010042","新竹市","東區","龍山里","Longshan Vil.","O","10018","O01","10018010",NA,"新竹市東區龍山里",556078.568419097,"164","6315cc9910be15b9cdc8d1d6",24.786975,121.010222222222,"2022-09-05T08:32:00.000Z","","5e748a1d4894f400bb0cf7df","NA","2022-09-05T10:16:57.471Z","2022-09-07T07:27:19.933Z","沈慧虹","新竹市","民進黨","NA","縣市長","上","固定式","NA","NA","是","新竹光榮我帶頭","NA","NA",c(121.010222222222, 24.786975)
"3742.2","10018010042","新竹市","東區","龍山里","Longshan Vil.","O","10018","O01","10018010",NA,"新竹市東區龍山里",556078.568419097,"165","6315cc6010be15640cc8d1d5",24.7870305555556,121.010155555556,"2022-09-05T08:32:00.000Z","","5e748a1d4894f400bb0cf7df","NA","2022-09-05T10:16:00.258Z","2022-09-07T07:08:22.217Z","余邦彥","新竹市","無黨","東區","縣市議員","只有一個","固定式","NA","NA","否","乎你安心ㄟ 力量","NA","NA",c(121.010155555556, 24.7870305555556)
"3737","10018010036","新竹市","東區","軍功里","Jungong Vil.","O","10018","O01","10018010",NA,"新竹市東區軍功里",254574.730120531,"177","63156e2510be156660c8d1c7",24.7983638888889,120.997816666667,"2022-09-05T02:21:00.000Z","","5e748a1d4894f400bb0cf7df","NA","2022-09-05T03:33:57.165Z","2022-09-07T07:15:24.619Z","張文興","新竹市","國民黨","NA","縣市議員","只有一個","固定式","NA","NA","否","興新竹","NA","NA",c(120.997816666667, 24.7983638888889)
"3738","10018010035","新竹市","東區","立功里","Ligong Vil.","O","10018","O01","10018010",NA,"新竹市東區立功里",330482.247920264,"179","63156d6810be15d89cc8d1c5",24.7968777777778,121.000183333333,"2022-09-05T02:20:00.000Z","NA","5e748a1d4894f400bb0cf7df","NA","2022-09-05T03:30:48.632Z","2022-09-05T03:30:48.632Z","林慈愛","新竹市","無黨","NA","縣市議員","只有一個","固定式","NA","NA","否","NA","NA","日出東方 愛在綻放",c(121.000183333333, 24.7968777777778)
"3738.1","10018010035","新竹市","東區","立功里","Ligong Vil.","O","10018","O01","10018010",NA,"新竹市東區立功里",330482.247920264,"180","63156ce310be154909c8d1c4",24.7986305555556,121.003113888889,"2022-09-05T02:18:00.000Z","NA","5e748a1d4894f400bb0cf7df","NA","2022-09-05T03:28:35.084Z","2022-09-05T03:28:35.084Z","黃文政","新竹市","國民黨","東區","縣市議員","上","固定式","NA","NA","是","好用的 政是你要的","NA","NA",c(121.003113888889, 24.7986305555556)
"3739","10018010037","新竹市","東區","建功里","Jiangong Vil.","O","10018","O01","10018010",NA,"新竹市東區建功里",256423.388234862,"180","63156ce310be154909c8d1c4",24.7986305555556,121.003113888889,"2022-09-05T02:18:00.000Z","NA","5e748a1d4894f400bb0cf7df","NA","2022-09-05T03:28:35.084Z","2022-09-05T03:28:35.084Z","黃文政","新竹市","國民黨","東區","縣市議員","上","固定式","NA","NA","是","好用的 政是你要的","NA","NA",c(121.003113888889, 24.7986305555556)
"3738.2","10018010035","新竹市","東區","立功里","Ligong Vil.","O","10018","O01","10018010",NA,"新竹市東區立功里",330482.247920264,"181","63156c7610be15bd39c8d1c3",24.7986305555556,121.003113888889,"2022-09-05T02:18:00.000Z","NA","5e748a1d4894f400bb0cf7df","NA","2022-09-05T03:26:46.154Z","2022-09-05T03:26:46.154Z","林耕仁","新竹市","國民黨","NA","縣市長","下","固定式","NA","NA","是","感謝與祝福","NA","NA",c(121.003113888889, 24.7986305555556)
"3739.1","10018010037","新竹市","東區","建功里","Jiangong Vil.","O","10018","O01","10018010",NA,"新竹市東區建功里",256423.388234862,"181","63156c7610be15bd39c8d1c3",24.7986305555556,121.003113888889,"2022-09-05T02:18:00.000Z","NA","5e748a1d4894f400bb0cf7df","NA","2022-09-05T03:26:46.154Z","2022-09-05T03:26:46.154Z","林耕仁","新竹市","國民黨","NA","縣市長","下","固定式","NA","NA","是","感謝與祝福","NA","NA",c(121.003113888889, 24.7986305555556)
"3738.3","10018010035","新竹市","東區","立功里","Ligong Vil.","O","10018","O01","10018010",NA,"新竹市東區立功里",330482.247920264,"182","6315614b10be15f7a0c8d1c2",24.7986444444444,121.003113888889,"2022-09-05T02:18:00.000Z","","5e748a1d4894f400bb0cf7df","NA","2022-09-05T02:39:07.782Z","2022-09-07T07:12:12.988Z","陳清智","新竹市","國民黨","東區","縣市議員","只有一個","固定式","NA","NA","否","社會企業力","NA","NA",c(121.003113888889, 24.7986444444444)
"3739.2","10018010037","新竹市","東區","建功里","Jiangong Vil.","O","10018","O01","10018010",NA,"新竹市東區建功里",256423.388234862,"182","6315614b10be15f7a0c8d1c2",24.7986444444444,121.003113888889,"2022-09-05T02:18:00.000Z","","5e748a1d4894f400bb0cf7df","NA","2022-09-05T02:39:07.782Z","2022-09-07T07:12:12.988Z","陳清智","新竹市","國民黨","東區","縣市議員","只有一個","固定式","NA","NA","否","社會企業力","NA","NA",c(121.003113888889, 24.7986444444444)
"33","10018010022","新竹市","東區","東勢里","Dongshi Vil.","O","10018","O01","10018010",NA,"新竹市東區東勢里",270482.16803677,"183","631560f410be15c65fc8d1c1",24.8056555555556,120.987991666667,"2022-09-05T02:12:00.000Z","NA","5e748a1d4894f400bb0cf7df","NA","2022-09-05T02:37:40.289Z","2022-09-05T02:37:40.289Z","何志勇","新竹市","國民黨","東區","縣市議員","只有一個","NA","NA","NA","是","世界新竹 勇往直前","NA","NA",c(120.987991666667, 24.8056555555556)
"3731.2","10018010013","新竹市","東區","公園里","Gongyuan Vil.","O","10018","O01","10018010",NA,"新竹市東區公園里",347639.068936276,"184","631560b510be15054fc8d1c0",24.803775,120.976425,"2022-09-05T02:07:00.000Z","NA","5e748a1d4894f400bb0cf7df","NA","2022-09-05T02:36:37.186Z","2022-09-05T02:36:37.186Z","林志雅","新竹市","不知","東區","縣市議員","只有一個","固定式","NA","NA","否","積極 效率 執行力","NA","NA",c(120.976425, 24.803775)
"3731.3","10018010013","新竹市","東區","公園里","Gongyuan Vil.","O","10018","O01","10018010",NA,"新竹市東區公園里",347639.068936276,"185","6315606a10be15592fc8d1bf",24.8026388888889,120.974991666667,"2022-09-05T02:06:00.000Z","NA","5e748a1d4894f400bb0cf7df","NA","2022-09-05T02:35:22.803Z","2022-09-05T02:35:22.803Z","許登淇","新竹市","民眾黨","東區","縣市議員","右","固定式","NA","NA","是","NA","NA","NA",c(120.974991666667, 24.8026388888889)
"3731.4","10018010013","新竹市","東區","公園里","Gongyuan Vil.","O","10018","O01","10018010",NA,"新竹市東區公園里",347639.068936276,"186","63155ff310be154193c8d1be",24.8026388888889,120.974991666667,"2022-09-05T02:06:00.000Z","NA","5e748a1d4894f400bb0cf7df","NA","2022-09-05T02:33:23.220Z","2022-09-05T02:33:23.220Z","林志雅","新竹市","不知","東區","縣市議員","左","固定式","NA","NA","否","認真會做事的人","NA","NA",c(120.974991666667, 24.8026388888889)
"2176","66000060038","臺中市","西屯區","福林里","Fulin Vil.","B","66000","B06","66000060",NA,"臺中市西屯區福林里",600898.12580228,"187","63147fa210be1535a2c8d1bc",24.1889956561687,120.615618824959,"2022-09-04T10:35:00.000Z","NA","61d666f510be153804c8d06c","5e748a1d4894f400bb0cf7df","2022-09-04T10:36:18.902Z","2022-09-05T03:38:53.634Z","陳叔華","臺中市","民進黨","西屯區","縣市議員","只有一個","固定式","NA","NA","NA","NA","NA","NA",c(120.615618824959, 24.1889956561687)
"2216","66000060018","臺中市","西屯區","永安里","Yong'an Vil.","B","66000","B06","66000060",NA,"臺中市西屯區永安里",2820600.08112497,"189","63147eab10be153b69c8d1ba",24.1848327,120.6314836,"2022-09-04T10:31:00.000Z","NA","61d666f510be153804c8d06c","5e748a1d4894f400bb0cf7df","2022-09-04T10:32:11.405Z","2022-09-05T03:40:52.567Z","張廖乃綸","臺中市","國民黨","西屯區","縣市議員","只有一個","固定式","NA","NA","NA","NA","NA","NA",c(120.6314836, 24.1848327)
"2216.1","66000060018","臺中市","西屯區","永安里","Yong'an Vil.","B","66000","B06","66000060",NA,"臺中市西屯區永安里",2820600.08112497,"191","63147df210be1520efc8d1b8",24.1848327,120.6314836,"2022-09-04T10:28:00.000Z","NA","61d666f510be153804c8d06c","5e748a1d4894f400bb0cf7df","2022-09-04T10:29:06.695Z","2022-09-05T03:41:36.997Z","張廖乃綸","臺中市","國民黨","西屯區","縣市議員","NA","NA","NA","NA","否","NA","NA","NA",c(120.6314836, 24.1848327)
"2165","66000060023","臺中市","西屯區","何源里","Heyuan Vil.","B","66000","B06","66000060",NA,"臺中市西屯區何源里",278224.698452162,"192","63147d2010be15f381c8d1b7",24.1715347536837,120.661227107048,"2022-09-04T10:24:00.000Z","NA","61d666f510be153804c8d06c","NA","2022-09-04T10:25:36.962Z","2022-09-04T10:25:36.962Z","蔡其昌","臺中市","民進黨","NA","縣市長","只有一個","固定式","NA","NA","是","NA","NA","NA",c(120.661227107048, 24.1715347536837)
"1908.2","66000060002","臺中市","西屯區","西墩里","Xidun Vil.","B","66000","B06","66000060",NA,"臺中市西屯區西墩里",1318772.13830352,"193","63147cc010be15d8e2c8d1b6",24.1821006469025,120.635279417038,"2022-09-04T10:21:00.000Z","NA","61d666f510be153804c8d06c","NA","2022-09-04T10:24:00.411Z","2022-09-04T10:24:00.411Z","楊大宏","臺中市","國民黨","西屯區","縣市議員","只有一個","固定式","NA","NA","是","NA","NA","NA",c(120.635279417038, 24.1821006469025)
"5471","10009070002","雲林縣","古坑鄉","田心村","Tianxin Vil.","P","10009","P07","10009070",NA,"雲林縣古坑鄉田心村",2936521.34956054,"196","631474c810be1581a0c8d1b3",23.6669368,120.5381639,"2022-09-04T09:49:00.000Z","NA","6311fe3910be152ca5c8d199","NA","2022-09-04T09:50:00.656Z","2022-09-04T09:50:00.656Z","黃勝志","雲林縣","國民黨","NA","縣市議員","只有一個","固定式","NA","NA","NA","NA","溝埧國小前","NA",c(120.5381639, 23.6669368)
"5471.1","10009070002","雲林縣","古坑鄉","田心村","Tianxin Vil.","P","10009","P07","10009070",NA,"雲林縣古坑鄉田心村",2936521.34956054,"197","6314747610be15105bc8d1b2",23.6669368,120.5381639,"2022-09-04T09:46:00.000Z","NA","6311fe3910be152ca5c8d199","NA","2022-09-04T09:48:38.263Z","2022-09-04T09:48:38.263Z","胡克勤","雲林縣","國民黨","斗六市民代表","其他（如鄉鎮市長、或村里長）","只有一個","固定式","NA","NA","NA","NA","溝埧國小傍","NA",c(120.5381639, 23.6669368)
"5680","10009070012","雲林縣","古坑鄉","崁腳村","Kanjiao Vil.","P","10009","P07","10009070",NA,"雲林縣古坑鄉崁腳村",12503505.5540515,"198","631473f510be152e7fc8d1b1",23.612714,120.5388123,"2022-09-04T09:44:00.000Z","NA","6311fe3910be152ca5c8d199","NA","2022-09-04T09:46:29.553Z","2022-09-04T09:46:29.553Z","陳世彬","雲林縣","無黨","NA","縣市議員","只有一個","固定式","NA","NA","NA","NA","綠色隧道前","NA",c(120.5388123, 23.612714)
